客户ID,优先级,流失概率,在网月数,合约类型,月费,历史总消费,上网服务,支付方式,在线安全,技术支持,在线备份,流媒体电视,流媒体电影,老年人,有伴侣,有子女,性别,电子账单
5399-ZIMKF,P3-High,79.6%,5,Month-to-month,74.65,383.65,Fiber optic,Electronic check,No,No,Yes,No,No,0,No,No,Male,Yes
5857-TYBCJ,P3-High,79.5%,44,Month-to-month,89.2,4040.2,Fiber optic,Electronic check,No,No,No,Yes,No,1,Yes,No,Male,Yes
9840-DVNDC,P3-High,79.5%,6,Month-to-month,80.5,463.05,Fiber optic,Credit card (automatic),No,No,No,Yes,No,0,No,No,Male,Yes
7831-QGOXH,P3-High,79.5%,18,Month-to-month,85.2,1553.9,Fiber optic,Electronic check,No,No,No,Yes,No,0,No,No,Female,Yes
0302-JOIVN,P3-High,79.5%,8,Month-to-month,101.15,842.9,Fiber optic,Electronic check,No,No,Yes,Yes,Yes,0,Yes,No,Female,No
0506-LVNGN,P3-High,79.5%,5,Month-to-month,75.55,349.65,Fiber optic,Credit card (automatic),No,No,No,No,No,1,No,No,Female,Yes
2815-CPTUL,P3-High,79.4%,5,Month-to-month,70.25,331.9,Fiber optic,Mailed check,No,No,No,No,No,1,No,No,Male,Yes
6212-ATMLK,P3-High,79.4%,50,Month-to-month,95.7,4729.75,Fiber optic,Electronic check,No,No,No,Yes,Yes,0,No,No,Female,Yes
5937-EORGB,P3-High,79.4%,15,Month-to-month,96.5,1392.25,Fiber optic,Electronic check,Yes,No,No,Yes,No,1,Yes,No,Male,Yes
6198-ZFIOJ,P3-High,79.4%,5,Month-to-month,75.6,402.5,Fiber optic,Electronic check,No,No,No,No,No,0,No,No,Female,No
1309-BXVOQ,P3-High,79.4%,21,Month-to-month,106.1,2249.95,Fiber optic,Electronic check,No,Yes,No,Yes,Yes,0,Yes,No,Male,Yes
9129-UXERG,P3-High,79.3%,18,Month-to-month,103.6,1806.35,Fiber optic,Credit card (automatic),No,Yes,Yes,Yes,Yes,1,No,No,Female,Yes
4289-DTDKW,P3-High,79.3%,40,Month-to-month,101.3,4113.1,Fiber optic,Electronic check,No,No,Yes,Yes,Yes,0,Yes,No,Male,Yes
4059-IIEBK,P3-High,79.3%,7,Month-to-month,78.55,522.95,Fiber optic,Bank transfer (automatic),No,No,Yes,No,No,0,No,No,Female,Yes
9095-HFAFX,P3-High,79.3%,5,Month-to-month,81.0,389.6,Fiber optic,Credit card (automatic),No,No,No,Yes,No,0,No,No,Female,Yes
8720-RQSBJ,P3-High,79.3%,1,Month-to-month,44.0,44.0,DSL,Electronic check,No,No,No,No,No,1,No,No,Male,No
2774-LVQUS,P3-High,79.3%,15,Month-to-month,83.05,1258.3,Fiber optic,Electronic check,No,Yes,No,No,No,1,Yes,No,Female,Yes
2674-MIAHT,P3-High,79.3%,4,Month-to-month,80.3,324.2,Fiber optic,Mailed check,No,No,Yes,No,No,0,No,No,Female,Yes
4559-UWIHT,P3-High,79.3%,14,Month-to-month,82.65,1185.0,Fiber optic,Electronic check,No,No,Yes,No,No,0,Yes,No,Male,Yes
5019-GQVCR,P3-High,79.2%,43,Month-to-month,84.85,3645.6,Fiber optic,Electronic check,No,No,No,Yes,No,1,No,No,Male,Yes
2397-BRLOM,P3-High,79.2%,8,Month-to-month,80.45,583.45,Fiber optic,Credit card (automatic),No,No,No,Yes,No,1,Yes,Yes,Male,Yes
4195-NZGTA,P3-High,79.2%,1,Month-to-month,25.25,25.25,DSL,Electronic check,No,No,No,No,No,0,No,No,Female,No
8063-GBATB,P3-High,79.2%,27,Month-to-month,85.25,2287.25,Fiber optic,Electronic check,No,No,No,No,Yes,1,No,No,Female,Yes
3663-MITLP,P3-High,79.2%,15,Month-to-month,101.25,1457.25,Fiber optic,Electronic check,No,No,Yes,Yes,Yes,0,No,No,Female,Yes
9121-PHQSR,P3-High,79.2%,16,Month-to-month,85.05,1391.15,Fiber optic,Credit card (automatic),No,No,No,Yes,No,1,Yes,No,Male,Yes
8642-GVWRF,P3-High,79.1%,2,Month-to-month,79.7,165.0,Fiber optic,Bank transfer (automatic),No,No,Yes,No,No,0,Yes,No,Female,No
5729-KLZAR,P3-High,79.1%,4,Month-to-month,80.85,302.75,Fiber optic,Electronic check,No,No,No,No,Yes,0,Yes,Yes,Female,No
5569-KGJHX,P3-High,79.1%,9,Month-to-month,85.35,754.65,Fiber optic,Bank transfer (automatic),No,No,No,Yes,No,0,Yes,Yes,Female,Yes
7392-YYPYJ,P3-High,79.1%,22,Month-to-month,100.65,2415.95,Fiber optic,Electronic check,No,No,Yes,Yes,Yes,0,No,No,Male,Yes
9250-WYPLL,P3-High,79.1%,5,Month-to-month,75.55,413.65,Fiber optic,Electronic check,No,No,No,No,No,0,No,No,Female,No
1608-GMEWB,P3-High,79.1%,45,Month-to-month,93.9,4200.25,Fiber optic,Bank transfer (automatic),No,No,No,Yes,Yes,1,No,No,Male,Yes
7404-JLKQG,P3-High,79.1%,3,Month-to-month,57.55,161.45,DSL,Electronic check,No,No,No,Yes,No,0,No,No,Female,No
6907-FLBER,P3-High,79.1%,1,Month-to-month,54.3,54.3,DSL,Electronic check,No,No,Yes,No,No,0,No,No,Male,No
4598-XLKNJ,P3-High,79.1%,25,Month-to-month,98.5,2514.5,Fiber optic,Electronic check,No,No,Yes,Yes,Yes,1,Yes,No,Female,Yes
2079-FBMZK,P3-High,79.1%,6,Month-to-month,69.25,418.4,Fiber optic,Mailed check,No,No,No,No,No,0,No,No,Female,Yes
8922-LIEGH,P3-High,79.1%,25,Month-to-month,89.7,2187.55,Fiber optic,Electronic check,No,No,Yes,No,Yes,1,No,No,Female,Yes
2754-XBHTB,P3-High,79.0%,9,Month-to-month,77.65,714.15,Fiber optic,Bank transfer (automatic),No,No,No,Yes,No,0,No,No,Female,Yes
4505-EXZHB,P3-High,79.0%,6,Month-to-month,74.4,434.1,Fiber optic,Electronic check,No,No,No,No,No,1,No,No,Female,No
0581-BXBUB,P3-High,79.0%,4,Month-to-month,72.75,317.75,Fiber optic,Electronic check,No,No,Yes,No,No,1,No,No,Female,No
1658-TJVOA,P3-High,79.0%,6,Month-to-month,74.1,450.9,Fiber optic,Electronic check,Yes,No,No,No,No,1,No,No,Female,Yes
5439-WIKXB,P3-High,79.0%,41,Month-to-month,94.55,3851.45,Fiber optic,Electronic check,No,No,Yes,Yes,Yes,1,Yes,No,Male,Yes
3346-BRMIS,P3-High,78.9%,18,Month-to-month,48.35,810.7,DSL,Electronic check,No,No,No,Yes,Yes,1,Yes,No,Female,Yes
6986-IXNDM,P3-High,78.9%,14,Month-to-month,92.9,1337.45,Fiber optic,Electronic check,No,No,No,Yes,Yes,0,No,No,Male,Yes
4919-IKATY,P3-High,78.9%,5,Month-to-month,84.5,453.75,Fiber optic,Electronic check,Yes,No,No,No,No,0,Yes,Yes,Male,Yes
0133-BMFZO,P3-High,78.9%,2,Month-to-month,86.25,181.65,Fiber optic,Electronic check,Yes,Yes,Yes,No,No,0,No,No,Female,Yes
4236-UJPWO,P3-High,78.9%,2,Month-to-month,24.5,46.4,DSL,Electronic check,No,No,No,No,No,0,No,No,Female,No
5044-LRQAQ,P3-High,78.9%,7,Month-to-month,69.2,477.55,Fiber optic,Bank transfer (automatic),No,No,No,No,No,0,Yes,No,Female,Yes
2722-JMONI,P3-High,78.9%,1,Month-to-month,49.55,49.55,DSL,Electronic check,Yes,No,No,No,No,1,Yes,No,Female,Yes
6651-AZVTJ,P3-High,78.9%,49,Month-to-month,99.8,4872.45,Fiber optic,Electronic check,No,No,No,Yes,Yes,0,Yes,Yes,Male,Yes
5520-FVEWJ,P3-High,78.9%,12,Month-to-month,84.5,916.9,Fiber optic,Electronic check,No,No,Yes,No,No,0,Yes,Yes,Female,Yes
6379-RXJRQ,P3-High,78.9%,10,Month-to-month,70.1,659.65,Fiber optic,Electronic check,No,No,No,No,No,0,Yes,No,Male,Yes
3797-FKOGQ,P3-High,78.9%,11,Month-to-month,86.2,893.2,Fiber optic,Electronic check,No,No,No,No,Yes,0,No,Yes,Male,No
8734-DKSTZ,P3-High,78.9%,10,Month-to-month,85.95,858.6,Fiber optic,Electronic check,No,No,No,No,Yes,0,Yes,Yes,Female,No
3891-PUQOD,P3-High,78.9%,1,Month-to-month,59.2,59.2,DSL,Electronic check,No,No,No,No,Yes,0,No,Yes,Female,No
5980-NOPLP,P3-High,78.8%,44,Month-to-month,96.1,4364.1,Fiber optic,Electronic check,No,No,No,Yes,Yes,0,Yes,No,Female,Yes
0434-CSFON,P3-High,78.8%,47,Month-to-month,100.5,4707.1,Fiber optic,Electronic check,No,No,No,Yes,Yes,0,Yes,No,Female,Yes
5228-EXCET,P3-High,78.8%,13,Month-to-month,80.85,1008.7,Fiber optic,Electronic check,No,No,No,No,Yes,0,No,No,Male,Yes
0895-DQHEW,P3-High,78.8%,54,Month-to-month,104.3,5278.15,Fiber optic,Electronic check,No,No,Yes,Yes,Yes,0,Yes,No,Male,Yes
9903-LYSAB,P3-High,78.8%,18,Month-to-month,73.15,1305.95,Fiber optic,Electronic check,No,No,No,No,No,0,Yes,No,Male,Yes
1254-IZEYF,P3-High,78.7%,31,Month-to-month,99.95,3186.65,Fiber optic,Electronic check,No,No,Yes,Yes,Yes,1,No,No,Female,Yes
0480-BIXDE,P3-High,78.7%,19,Month-to-month,96.8,1743.05,Fiber optic,Electronic check,No,No,No,Yes,Yes,0,Yes,No,Female,Yes
9572-WUKSB,P3-High,78.7%,3,Month-to-month,29.9,92.25,DSL,Electronic check,No,Yes,No,No,No,0,Yes,No,Male,Yes
8270-RKSAP,P3-High,78.7%,9,Month-to-month,70.5,597.9,Fiber optic,Electronic check,No,No,No,No,No,0,No,No,Male,Yes
3957-LXOLK,P3-High,78.7%,28,Month-to-month,106.15,3152.5,Fiber optic,Electronic check,No,No,Yes,Yes,Yes,1,No,No,Female,Yes
9898-KZQDZ,P3-High,78.7%,40,Month-to-month,94.55,3640.45,Fiber optic,Credit card (automatic),No,No,No,Yes,Yes,1,Yes,Yes,Female,Yes
9588-OZDMQ,P3-High,78.7%,2,Month-to-month,45.0,89.75,DSL,Electronic check,No,No,No,No,No,0,Yes,No,Female,Yes
8708-XPXHZ,P3-High,78.7%,42,Month-to-month,94.2,4186.3,Fiber optic,Electronic check,No,No,No,Yes,Yes,0,Yes,Yes,Female,Yes
0928-XUTSN,P3-High,78.6%,13,Month-to-month,80.5,1011.8,Fiber optic,Electronic check,No,No,No,No,Yes,0,No,No,Female,Yes
2675-DHUTR,P3-High,78.6%,58,Month-to-month,98.9,5780.7,Fiber optic,Electronic check,No,No,Yes,Yes,Yes,1,Yes,No,Male,Yes
3866-MDTUB,P3-High,78.6%,2,Month-to-month,70.75,146.9,DSL,Electronic check,Yes,No,No,Yes,Yes,0,No,No,Female,Yes
0196-JTUQI,P3-High,78.6%,9,Month-to-month,75.2,633.85,Fiber optic,Credit card (automatic),No,No,No,No,No,0,No,No,Female,Yes
4236-XPXAV,P3-High,78.6%,5,Month-to-month,99.15,465.05,Fiber optic,Mailed check,No,Yes,Yes,Yes,Yes,0,Yes,Yes,Female,Yes
6127-IYJOZ,P3-High,78.6%,1,Month-to-month,45.85,45.85,DSL,Mailed check,No,No,No,No,No,1,No,No,Male,Yes
6331-EWIEB,P3-High,78.6%,20,Month-to-month,85.25,1734.5,Fiber optic,Electronic check,No,No,No,Yes,No,0,No,No,Male,Yes
0928-JMXNP,P3-High,78.6%,4,Month-to-month,29.9,118.25,DSL,Electronic check,No,No,No,No,No,1,Yes,No,Male,Yes
9102-IAYHT,P3-High,78.6%,17,Month-to-month,85.45,1451.6,Fiber optic,Electronic check,No,No,No,No,Yes,0,Yes,Yes,Female,Yes
6048-QBXKL,P3-High,78.5%,2,Month-to-month,56.55,118.25,DSL,Credit card (automatic),No,No,Yes,No,No,1,No,No,Female,Yes
6519-CFDBX,P3-High,78.5%,2,Month-to-month,45.4,80.95,DSL,Electronic check,No,No,No,No,No,0,No,No,Female,Yes
4958-XCBDQ,P3-High,78.5%,35,Month-to-month,101.4,3496.3,Fiber optic,Electronic check,No,No,No,Yes,Yes,1,No,No,Male,Yes
0135-NMXAP,P3-High,78.5%,12,Month-to-month,89.75,1052.4,Fiber optic,Bank transfer (automatic),No,No,Yes,Yes,No,0,No,No,Female,Yes
4822-YCXMX,P3-High,78.5%,25,Month-to-month,84.8,2043.45,Fiber optic,Electronic check,No,No,No,No,Yes,0,No,No,Male,Yes
8010-EZLOU,P3-High,78.4%,15,Month-to-month,80.2,1217.25,Fiber optic,Electronic check,No,No,Yes,No,No,1,No,No,Male,Yes
7912-SYRQT,P3-High,78.4%,7,Month-to-month,75.1,552.95,Fiber optic,Bank transfer (automatic),No,No,No,No,No,0,No,No,Female,Yes
0947-IDHRQ,P3-High,78.4%,7,Month-to-month,80.3,526.7,Fiber optic,Mailed check,No,No,No,Yes,No,0,No,No,Female,Yes
0093-EXYQL,P3-High,78.4%,40,Month-to-month,91.55,3673.6,Fiber optic,Electronic check,No,No,No,Yes,Yes,1,No,No,Female,Yes
9921-ZVRHG,P3-High,78.4%,14,Month-to-month,80.45,1072.0,Fiber optic,Electronic check,No,No,No,No,No,0,No,No,Female,Yes
1010-DIAUQ,P3-High,78.3%,5,Month-to-month,96.5,492.55,Fiber optic,Bank transfer (automatic),No,No,No,Yes,Yes,0,No,No,Male,No
5960-MVTUK,P3-High,78.3%,3,Month-to-month,29.75,96.85,DSL,Electronic check,No,Yes,No,No,No,0,No,No,Male,Yes
3318-OSATS,P3-High,78.3%,35,Month-to-month,95.45,3474.05,Fiber optic,Electronic check,No,No,No,Yes,Yes,1,No,No,Male,Yes
4361-JEIVL,P3-High,78.3%,1,Month-to-month,44.4,44.4,DSL,Electronic check,No,No,No,No,No,0,No,Yes,Male,Yes
2114-MGINA,P3-High,78.3%,14,Month-to-month,89.8,1129.1,Fiber optic,Mailed check,No,No,No,Yes,Yes,0,No,No,Female,Yes
4124-MMETB,P3-High,78.3%,22,Month-to-month,94.65,2104.55,Fiber optic,Credit card (automatic),No,No,No,Yes,Yes,0,No,No,Male,Yes
3995-WFCSM,P3-High,78.3%,2,Month-to-month,60.85,111.4,DSL,Electronic check,No,No,No,No,Yes,0,No,No,Female,No
1513-XNPPH,P3-High,78.3%,12,Month-to-month,89.4,1095.65,Fiber optic,Electronic check,No,Yes,No,No,Yes,0,No,No,Female,Yes
8417-FMLZI,P3-High,78.3%,6,Month-to-month,83.55,477.55,Fiber optic,Credit card (automatic),No,No,Yes,No,Yes,0,Yes,Yes,Male,Yes
5356-CSVSQ,P3-High,78.3%,3,Month-to-month,64.6,174.2,DSL,Electronic check,No,Yes,No,Yes,No,0,No,No,Female,No
2592-SEIFQ,P3-High,78.3%,3,Month-to-month,24.75,66.95,DSL,Electronic check,No,No,No,No,No,0,No,No,Male,No
5590-BYNII,P3-High,78.3%,22,Month-to-month,100.75,2095.0,Fiber optic,Electronic check,Yes,No,No,Yes,Yes,0,No,No,Male,Yes
5385-SUIRI,P3-High,78.2%,52,Month-to-month,104.2,5568.35,Fiber optic,Electronic check,Yes,No,No,Yes,Yes,1,Yes,No,Male,Yes
2460-NGXBJ,P3-High,78.2%,11,Month-to-month,75.2,775.3,Fiber optic,Credit card (automatic),No,No,No,No,No,1,Yes,Yes,Male,Yes
0337-CNPZE,P3-High,78.2%,41,Month-to-month,106.3,4443.45,Fiber optic,Electronic check,No,No,Yes,Yes,Yes,0,No,No,Female,Yes
2933-FILNV,P3-High,78.2%,2,Month-to-month,24.4,36.55,DSL,Mailed check,No,No,No,No,No,0,Yes,Yes,Female,Yes
8739-WWKDU,P3-High,78.2%,25,Month-to-month,89.5,2196.15,Fiber optic,Electronic check,No,No,Yes,Yes,No,1,No,No,Male,Yes
6583-QGCSI,P3-High,78.2%,50,Month-to-month,88.05,4367.35,Fiber optic,Electronic check,No,No,Yes,Yes,No,1,Yes,No,Female,Yes
5931-FLJJF,P3-High,78.1%,7,Month-to-month,70.1,467.55,Fiber optic,Mailed check,No,No,No,No,No,1,Yes,No,Male,Yes
0315-LVCRK,P3-High,78.1%,11,Month-to-month,84.8,888.75,Fiber optic,Electronic check,No,No,No,No,Yes,0,No,No,Male,No
9907-SWKKF,P3-High,78.1%,1,Month-to-month,25.05,25.05,DSL,Mailed check,No,No,No,No,No,1,No,No,Female,No
9398-MMQTO,P3-High,78.1%,3,Month-to-month,74.45,221.1,Fiber optic,Credit card (automatic),No,No,Yes,No,No,0,No,No,Male,No
7426-RHZGU,P3-High,78.1%,9,Month-to-month,95.9,827.45,Fiber optic,Bank transfer (automatic),No,Yes,No,Yes,Yes,0,No,No,Male,Yes
4030-VPZBD,P3-High,78.1%,2,Month-to-month,30.9,59.05,DSL,Electronic check,No,Yes,No,No,No,0,No,No,Female,Yes
2962-XPMCQ,P3-High,78.1%,2,Month-to-month,45.15,98.5,DSL,Electronic check,No,No,No,No,No,0,No,No,Male,Yes
7315-WYOAW,P3-High,78.1%,13,Month-to-month,100.75,1313.25,Fiber optic,Electronic check,No,Yes,No,Yes,Yes,0,No,No,Male,No
0168-XZKBB,P3-High,78.1%,19,Month-to-month,86.85,1564.4,Fiber optic,Electronic check,No,No,No,Yes,No,0,Yes,No,Female,Yes
8064-RAVOH,P3-High,78.1%,1,Month-to-month,49.85,49.85,DSL,Electronic check,No,No,No,No,No,0,No,Yes,Male,Yes
3352-ALMCK,P3-High,78.1%,40,Month-to-month,102.65,4108.15,Fiber optic,Mailed check,No,No,Yes,Yes,Yes,0,No,No,Male,Yes
9058-CBREO,P3-High,78.1%,1,Month-to-month,50.55,50.55,DSL,Mailed check,No,No,No,No,No,1,No,No,Female,No
2057-ZBLPD,P3-High,78.0%,21,Month-to-month,86.5,1808.7,Fiber optic,Electronic check,No,No,No,No,Yes,0,Yes,No,Female,Yes
6595-YGXIT,P3-High,78.0%,25,Month-to-month,88.95,2291.2,Fiber optic,Electronic check,No,No,Yes,Yes,No,1,No,No,Male,Yes
1302-UHBDD,P3-High,78.0%,20,Month-to-month,89.95,1648.45,Fiber optic,Electronic check,No,No,No,Yes,Yes,1,No,No,Male,No
8080-DDEMJ,P3-High,78.0%,1,Month-to-month,45.1,45.1,DSL,Electronic check,No,No,No,No,No,1,No,No,Male,No
8120-JDCAM,P3-High,78.0%,4,Month-to-month,69.55,284.9,Fiber optic,Mailed check,No,No,No,No,No,0,Yes,Yes,Male,Yes
0576-WNXXC,P3-High,78.0%,27,Month-to-month,95.55,2510.2,Fiber optic,Electronic check,No,No,Yes,No,Yes,1,Yes,No,Male,Yes
3001-CBHLQ,P3-High,77.9%,32,Month-to-month,104.9,3351.55,Fiber optic,Electronic check,No,Yes,No,Yes,Yes,1,Yes,No,Male,Yes
9093-FPDLG,P3-High,77.9%,11,Month-to-month,94.2,999.9,Fiber optic,Electronic check,No,Yes,Yes,No,Yes,0,No,No,Female,Yes
5331-RGMTT,P3-High,77.9%,54,Month-to-month,99.05,5295.7,Fiber optic,Credit card (automatic),No,No,No,Yes,Yes,1,Yes,No,Male,Yes
4706-DGAHW,P3-High,77.9%,1,Month-to-month,45.2,45.2,DSL,Electronic check,No,No,No,No,No,1,No,No,Male,No
8118-TJAFG,P3-High,77.8%,9,Month-to-month,101.5,906.85,Fiber optic,Electronic check,No,Yes,Yes,Yes,Yes,0,Yes,Yes,Male,Yes
3565-UNOCC,P3-High,77.8%,29,Month-to-month,99.05,2952.85,Fiber optic,Bank transfer (automatic),No,No,No,Yes,Yes,1,Yes,No,Female,Yes
3223-WZWJM,P3-High,77.8%,26,Month-to-month,83.95,2254.2,Fiber optic,Electronic check,No,No,No,No,Yes,0,No,No,Male,Yes
2959-FENLU,P3-High,77.8%,9,Month-to-month,85.3,781.4,Fiber optic,Credit card (automatic),No,No,No,No,Yes,0,No,No,Female,Yes
4662-EKDPQ,P3-High,77.8%,2,Month-to-month,62.05,118.3,DSL,Bank transfer (automatic),No,No,No,No,Yes,0,No,No,Male,No
4441-NIHPT,P3-High,77.8%,13,Month-to-month,74.3,940.35,Fiber optic,Electronic check,No,No,No,No,No,1,No,No,Female,Yes
3070-DVEYC,P3-High,77.8%,7,Month-to-month,73.75,545.15,Fiber optic,Mailed check,No,No,No,No,No,1,No,No,Male,No
4636-QRJKY,P3-High,77.8%,6,Month-to-month,80.5,502.85,Fiber optic,Electronic check,No,Yes,No,No,No,0,Yes,Yes,Female,Yes
1230-QAJDW,P3-High,77.7%,3,Month-to-month,65.25,209.9,DSL,Mailed check,No,Yes,No,Yes,No,0,No,No,Male,Yes
3714-NTNFO,P3-High,77.7%,49,Month-to-month,84.5,3906.7,Fiber optic,Electronic check,No,No,No,No,Yes,0,No,No,Female,Yes
4822-NGOCH,P3-High,77.7%,13,Month-to-month,84.45,1058.6,Fiber optic,Electronic check,No,No,Yes,No,No,0,No,No,Female,Yes
1251-KRREG,P3-High,77.7%,2,Month-to-month,54.4,114.1,DSL,Mailed check,No,No,Yes,No,No,0,No,No,Male,Yes
9606-PBKBQ,P3-High,77.7%,32,Month-to-month,85.0,2642.05,Fiber optic,Electronic check,No,No,No,No,Yes,1,Yes,No,Male,Yes
3384-CTMSF,P3-High,77.7%,47,Month-to-month,104.1,5135.15,Fiber optic,Electronic check,No,No,Yes,Yes,Yes,0,Yes,No,Male,Yes
0067-DKWBL,P3-High,77.7%,2,Month-to-month,49.25,91.1,DSL,Electronic check,Yes,No,No,No,No,1,No,No,Male,Yes
8993-PHFWD,P3-High,77.6%,3,Month-to-month,25.25,58.9,DSL,Electronic check,No,No,No,No,No,0,No,No,Female,No
4317-VTEOA,P3-High,77.6%,1,Month-to-month,50.75,50.75,DSL,Electronic check,No,No,Yes,No,No,0,No,No,Male,Yes
6661-HBGWL,P3-High,77.6%,42,Month-to-month,104.75,4323.45,Fiber optic,Bank transfer (automatic),No,No,Yes,Yes,Yes,1,No,No,Female,Yes
8999-BOHSE,P3-High,77.5%,11,Month-to-month,89.7,1047.7,Fiber optic,Bank transfer (automatic),No,No,No,Yes,Yes,1,No,No,Female,No
8637-XJIVR,P3-High,77.5%,12,Month-to-month,78.95,927.35,Fiber optic,Electronic check,Yes,No,No,No,No,0,No,No,Female,Yes
4201-JMNGR,P3-High,77.5%,1,Month-to-month,55.8,55.8,DSL,Electronic check,Yes,No,No,No,No,1,No,No,Female,Yes
3753-TSEMP,P3-High,77.5%,15,Month-to-month,88.15,1390.6,Fiber optic,Electronic check,No,No,No,Yes,Yes,0,Yes,No,Female,No
1723-HKXJQ,P3-High,77.5%,42,Month-to-month,101.75,4273.45,Fiber optic,Electronic check,No,No,Yes,Yes,Yes,0,No,No,Male,Yes
7586-ZATGZ,P3-High,77.5%,40,Month-to-month,84.9,3369.05,Fiber optic,Electronic check,No,No,No,Yes,No,0,No,No,Male,Yes
5216-WASFJ,P3-High,77.5%,31,Month-to-month,84.85,2633.4,Fiber optic,Electronic check,No,No,No,No,Yes,1,Yes,No,Female,Yes
8878-HMWBV,P3-High,77.5%,3,Month-to-month,49.15,169.05,DSL,Electronic check,No,No,No,No,No,0,No,No,Male,Yes
3627-FHKBK,P3-High,77.5%,1,Month-to-month,75.3,75.3,Fiber optic,Mailed check,Yes,No,No,No,No,0,No,No,Female,No
6005-OBZPH,P3-High,77.5%,26,Month-to-month,89.15,2277.65,Fiber optic,Electronic check,No,No,Yes,Yes,No,1,No,No,Female,Yes
7159-FVYPK,P3-High,77.5%,3,Month-to-month,69.15,235.0,DSL,Bank transfer (automatic),No,No,Yes,Yes,No,0,Yes,Yes,Female,Yes
8017-LXHFA,P3-High,77.5%,23,Month-to-month,94.75,2293.6,Fiber optic,Electronic check,No,No,Yes,Yes,Yes,1,No,No,Female,Yes
1028-FFNJK,P3-High,77.4%,30,Month-to-month,101.5,2917.65,Fiber optic,Electronic check,No,Yes,No,Yes,Yes,1,Yes,No,Male,Yes
8543-MSDMF,P3-High,77.4%,3,Month-to-month,77.4,206.15,DSL,Electronic check,Yes,No,No,Yes,Yes,0,No,No,Male,Yes
9851-KIELU,P3-High,77.4%,10,Month-to-month,110.1,1043.3,Fiber optic,Electronic check,Yes,Yes,Yes,Yes,Yes,0,No,No,Male,Yes
7318-EIVKO,P3-High,77.4%,8,Month-to-month,59.25,436.6,DSL,Electronic check,No,No,No,Yes,No,0,No,No,Male,Yes
6496-JDSSB,P3-High,77.4%,8,Month-to-month,80.0,624.6,Fiber optic,Bank transfer (automatic),No,No,No,Yes,No,0,No,No,Female,Yes
9054-FOWNV,P3-High,77.4%,22,Month-to-month,88.75,1885.15,Fiber optic,Electronic check,No,No,No,Yes,No,0,Yes,Yes,Male,Yes
1112-CUNAO,P3-High,77.4%,15,Month-to-month,89.85,1424.95,Fiber optic,Electronic check,No,No,Yes,No,Yes,1,No,No,Female,No
6650-VJONK,P3-High,77.4%,1,Month-to-month,43.85,43.85,DSL,Bank transfer (automatic),No,No,No,No,No,0,No,No,Male,Yes
0115-TFERT,P3-High,77.3%,21,Month-to-month,111.2,2317.1,Fiber optic,Electronic check,No,Yes,Yes,Yes,Yes,0,Yes,No,Male,Yes
8868-WOZGU,P3-High,77.3%,28,Month-to-month,105.7,2979.5,Fiber optic,Electronic check,No,No,Yes,Yes,Yes,0,No,No,Male,Yes
1792-UXAFY,P3-High,77.3%,17,Month-to-month,89.15,1496.9,Fiber optic,Electronic check,No,No,Yes,Yes,No,1,No,No,Female,Yes
4480-QQRHC,P3-High,77.3%,8,Month-to-month,74.05,600.15,Fiber optic,Bank transfer (automatic),No,No,No,No,No,1,No,No,Female,Yes
4521-YEEHE,P3-High,77.3%,18,Month-to-month,88.85,1594.75,Fiber optic,Electronic check,No,Yes,No,Yes,No,0,Yes,No,Female,Yes
7056-IMHCC,P3-High,77.3%,53,Month-to-month,101.9,5549.4,Fiber optic,Electronic check,No,No,Yes,Yes,Yes,1,Yes,No,Male,Yes
7928-VJYAB,P3-High,77.3%,11,Month-to-month,90.6,1020.2,Fiber optic,Electronic check,No,No,No,Yes,Yes,0,Yes,Yes,Male,No
4910-AQFFX,P3-High,77.3%,9,Month-to-month,79.35,661.25,Fiber optic,Bank transfer (automatic),No,No,No,No,No,0,Yes,Yes,Male,Yes
0958-YHXGP,P3-High,77.3%,7,Month-to-month,69.9,497.3,Fiber optic,Mailed check,No,No,No,No,No,0,No,No,Female,Yes
2800-QQUSO,P3-High,77.3%,42,Month-to-month,100.3,4222.95,Fiber optic,Electronic check,No,Yes,No,Yes,Yes,0,No,No,Male,Yes
3716-UVSPD,P3-High,77.2%,1,Month-to-month,49.3,49.3,DSL,Electronic check,No,Yes,No,No,No,0,No,No,Male,Yes
6347-DCUIK,P3-High,77.2%,10,Month-to-month,74.15,811.8,Fiber optic,Mailed check,No,No,No,No,No,0,No,No,Male,Yes
9743-DQKQW,P3-High,77.2%,3,Month-to-month,25.1,79.8,DSL,Electronic check,No,No,No,No,No,0,No,No,Male,No
5976-JCJRH,P3-High,77.2%,10,Month-to-month,70.3,738.2,Fiber optic,Electronic check,No,No,No,No,No,0,Yes,No,Male,Yes
4325-NFSKC,P3-High,77.2%,19,Month-to-month,90.6,1660.0,Fiber optic,Electronic check,Yes,No,No,Yes,No,1,No,No,Male,Yes
3545-CNWRG,P3-High,77.2%,49,Month-to-month,98.35,4889.2,Fiber optic,Electronic check,No,No,Yes,Yes,Yes,0,Yes,Yes,Female,Yes
8063-RJYNF,P3-High,77.2%,16,Month-to-month,94.25,1483.25,Fiber optic,Electronic check,Yes,No,No,Yes,Yes,0,No,No,Male,Yes
2135-DQWAQ,P3-High,77.2%,5,Month-to-month,85.3,420.45,Fiber optic,Mailed check,No,No,Yes,Yes,No,0,No,No,Female,Yes
